FlowTypeID,FlowGroupID,Value
Net Growth Shrubland: Atmosphere -> Coarse Roots,Net Growth: Total,
Net Growth Shrubland: Atmosphere -> Coarse Roots,Net Growth: Total (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Coarse Roots,Net Primary Productivity,
Net Growth Shrubland: Atmosphere -> Coarse Roots,Net Primary Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Annual Net Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Annual Net Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Biome Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Biome Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Ecosystem Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Growth: Total,
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Growth: Total (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Primary Productivity,
Net Growth Shrubland: Atmosphere -> Fine Roots,Net Primary Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Annual Net Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Annual Net Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Net Biome Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Foliage,Net Biome Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Net Ecosystem Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Foliage,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Net Growth: Total,
Net Growth Shrubland: Atmosphere -> Foliage,Net Growth: Total (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Foliage,Net Primary Productivity,
Net Growth Shrubland: Atmosphere -> Foliage,Net Primary Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Annual Net Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Annual Net Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Net Biome Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Merchantable,Net Biome Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Net Ecosystem Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Merchantable,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Net Growth: Total,
Net Growth Shrubland: Atmosphere -> Merchantable,Net Growth: Total (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Merchantable,Net Primary Productivity,
Net Growth Shrubland: Atmosphere -> Merchantable,Net Primary Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Annual Net Emissions (CO2e),-3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Annual Net Removals (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Net Biome Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Other Wood,Net Biome Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Net Ecosystem Productivity,1.0000
Net Growth Shrubland: Atmosphere -> Other Wood,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Net Growth: Total,
Net Growth Shrubland: Atmosphere -> Other Wood,Net Growth: Total (CO2e),3.6700
Net Growth Shrubland: Atmosphere -> Other Wood,Net Primary Productivity,
Net Growth Shrubland: Atmosphere -> Other Wood,Net Primary Productivity (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Annual Net Emissions (CO2e),-3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Annual Net Removals (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Biome Productivity,1.0000
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Biome Productivity (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Ecosystem Productivity,1.0000
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Growth: Total,
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Growth: Total (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Primary Productivity,
Net Growth Wetland Emergent: Atmosphere -> Fine Roots,Net Primary Productivity (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Annual Net Emissions (CO2e),-3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Annual Net Removals (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Biome Productivity,1.0000
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Biome Productivity (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Ecosystem Productivity,1.0000
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Growth: Total,
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Growth: Total (CO2e),3.6700
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Primary Productivity,
Net Growth Wetland Emergent: Atmosphere -> Foliage,Net Primary Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Annual Net Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Annual Net Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Biome Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Biome Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Ecosystem Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Growth Wetland Forested: Total,1.0000
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Growth: Total,
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Growth: Total (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Primary Productivity,
Net Growth Wetland Forested: Atmosphere -> Coarse Roots,Net Primary Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Annual Net Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Annual Net Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Biome Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Biome Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Ecosystem Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Growth Wetland Forested: Total,1.0000
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Growth: Total,
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Growth: Total (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Primary Productivity,
Net Growth Wetland Forested: Atmosphere -> Fine Roots,Net Primary Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Annual Net Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Annual Net Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Biome Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Biome Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Ecosystem Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Growth Wetland Forested: Total,1.0000
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Growth: Total,
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Growth: Total (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Primary Productivity,
Net Growth Wetland Forested: Atmosphere -> Foliage,Net Primary Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Annual Net Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Annual Net Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Biome Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Biome Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Ecosystem Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Growth Wetland Forested: Total,1.0000
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Growth: Total,
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Growth: Total (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Primary Productivity,
Net Growth Wetland Forested: Atmosphere -> Merchantable,Net Primary Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Annual Net CO2 Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Annual Net CO2 Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Annual Net Emissions (CO2e),-3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Annual Net Removals (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Biome Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Biome Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Ecosystem Productivity,1.0000
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Ecosystem Productivity (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Growth Wetland Forested: Total,1.0000
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Growth: Total,
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Growth: Total (CO2e),3.6700
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Primary Productivity,
Net Growth Wetland Forested: Atmosphere -> Other Wood,Net Primary Productivity (CO2e),3.6700
Stabilization: BG Slow -> Deep Soil,BG Slow ->,
Transfer: AG Slow -> BG Slow,Q10 Fast Flows,1.0000
Transfer: AG Slow -> BG Slow,Transfer: Total,1.0000
Transfer: Snag Branch -> AG Fast,Q10 Slow Flows,1.0000
Transfer: Snag Branch -> AG Fast,Transfer: Total,1.0000
Transfer: Snag Stem -> AG Medium,Q10 Slow Flows,1.0000
Transfer: Snag Stem -> AG Medium,Transfer: Total,1.0000
